客户询问,模型预测标准问Top1,模型预测标准问Top5,top1_Preds,知识库标准问,Top1是否预测正确,Top5是否包含正确标准问
新股中签扣款时对金快线的影响有哪些,新股中签扣款时对金快线有什么影响？,"['新股中签扣款时对金快线有什么影响？', '新股中签扣款时对现金增利有什么影响？', '新股中签如何缴款？', '如何修改接收新股中签提醒短信的手机号码？', '新股中签后股份何时上市？']",0.999647379,新股中签扣款时对金快线有什么影响？,1,1
注销信用账户的方式什么？,B股的委托申报方式？,"['B股的委托申报方式？', '新三板转让方式有哪些？', '如何注销三方存管账户？', '如何注销信用账户？', '自助开户后如何补办三方存管？']",0.998653412,如何注销信用账户？,0,1
你好，现在银行向证券转账不能了吗,外币证券转银行限额,"['外币证券转银行限额', '证券转银行为什么转不了？', '信用账户资金无法转出的原因', '转账失败的原因？', '为何账户有资金无法转出？']",0.999148607,银证转账的时间？,0,0
新股申购的回拨机制包括什么？,新股申购的回拨机制？,"['新股申购的回拨机制？', '网下打新申报数量有什么规定？', '网下打新申报价格有什么规定？', '网下申购新股所得的股份有锁定期吗？', '申购新股后为何查询不到配号？']",0.999457896,新股申购的回拨机制？,1,1
交易是怎样收费的,如何收取股票交易佣金？,"['如何收取股票交易佣金？', '多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '上交所债券的费用有哪些？', '股票交易费用']",0.992423415,股票交易费用,0,1
如何变更资金账户？,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用证券账户卡遗失应如何处理？', '信用账户持有的股票如何行使投票权？', '如何注销证券账户？', 'A股账户如何转户？']",0.989693582,如何修改账户资金密码？,0,0
我怎么能开通创业板,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限开通的办理时间']",0.985951662,创业板如何开通,1,1
你好，我想问下怎么把银行第三方存管取消掉,如何更换同一银行的三方存管银行卡？,"['如何更换同一银行的三方存管银行卡？', '信用账户三方存管的银行有哪些？', '如何注销三方存管账户？', '自助开户后如何补办三方存管？', '新三板的投资者有哪些？']",0.998397291,如何注销三方存管账户？,0,1
我忘记了我的登陆账号,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '手机账号忘记了怎么办', '手机账户密码忘记了怎么办', '信用账户对应银行的券商代码？']",0.343505889,手机账号忘记了怎么办,0,1
通过电话委托查询新股申购配号的流程是什么？,如何通过电话委托查询新股申购配号？,"['如何通过电话委托查询新股申购配号？', '申购新股后为何查询不到配号？', '新股申购的配号规则？', '深圳市场的新股配号为何有小数点？', '新股中签会有短信通知吗？']",0.999726236,如何通过电话委托查询新股申购配号？,1,1
我的A股使用手机APP开户后却无法进行银行转账，该怎么办？,同一个账号允许在不同的手机上同时登录吗？,"['同一个账号允许在不同的手机上同时登录吗？', '手机账号忘记了怎么办', '如何开户？', '信用账户对应银行的券商代码？', '信用账户持有的股票如何行使投票权？']",0.998019338,A股自助开户时转账失败，如何处理？,0,0
ST股票怎么没法买呢？,ST股票为何无法买入？,"['ST股票为何无法买入？', '上海ST、*ST股的交易规则？', '信用账户可以购买ST股票吗？', 'A股为什么要实行T+1股票交易制度？', 'B股实行T+0回转交易吗？']",0.999250829,ST股票为何无法买入？,1,1
新三板的投资者都包括哪些？,新三板的投资者有哪些？,"['新三板的投资者有哪些？', '新三板可以做融资融券交易吗？', '新三板协议转让有哪些成交情况？', '新三板股票协议转让的申报类型？', '新三板与地方产权交易市场的区别？']",0.99905628,新三板的投资者有哪些？,1,1
你好，怎么开通创业板,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限开通的办理时间']",0.99171114,创业板如何开通,1,1
什么是开户套餐,如何开户？,"['如何开户？', '如何注销证券账户？', '如何注销信用账户？', 'A股账户销户有哪些注意事项？', '信用账户开立后何时生效？']",0.994042337,如何开户？,1,1
你好，麻烦帮我查一下股票编号,客户编号忘记了如何找回？,"['客户编号忘记了如何找回？', '同一个账号允许在不同的手机上同时登录吗？', '申购新股后为何查询不到配号？', '信用账户如何操作配股？', '手机账号忘记了怎么办']",0.991122365,如何查询证券账号？,0,0
网下打新申报数量时有什么限制吗,网下打新申报数量有什么规定？,"['网下打新申报数量有什么规定？', '新股申购数量上限', '网下打新申报价格有什么规定？', '新股申购有数量要求吗？', '深圳市场的新股配号为何有小数点？']",0.999440849,网下打新申报数量有什么规定？,1,1
可以查到目前我个人的佣金费率吗？,如何查询佣金费率？,"['如何查询佣金费率？', '多少资金能达到多少的佣金？', '网上开户佣金是多少？', '如何调整佣金费率？', '如何收取股票交易佣金？']",0.999659181,如何查询佣金费率？,1,1
如何开通账户,如何开户？,"['如何开户？', '如何注销信用账户？', '如何注销证券账户？', '信用证券账户卡遗失应如何处理？', '信用账户持有的股票如何行使投票权？']",0.996084571,如何开户？,1,1
为什么证券不能转账到银行,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '信用账户资金无法转出的原因', '为何账户有资金无法转出？', '转账失败的原因？']",0.998725712,证券转银行为什么转不了？,1,1
您好佣金是多少,多少资金能达到多少的佣金？,"['多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何调整佣金费率？', '网上开户佣金是多少？', '如何查询佣金费率？']",0.999540925,多少资金能达到多少的佣金？,1,1
怎么要多少什么费用的,多少资金能达到多少的佣金？,"['多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何收取股票交易佣金？', '如何调整佣金费率？', '如何查询佣金费率？']",0.991027296,多少资金能达到多少的佣金？,1,1
怎么开通通创业板,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限开通的办理时间']",0.992407382,创业板如何开通,1,1
为什么钱转不出来？,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', 'A股自助开户时转账失败，如何处理？', 'A股账户如何转户？', '当日卖出股票后可以转出资金吗？']",0.993991911,为何账户有资金无法转出？,1,1
买卖股票交易时间,股票的交易时间？,"['股票的交易时间？', '如何交易股票？', '上海ST、*ST股的交易规则？', '申报深市股票委托时，提示：证券账户无效，该如何处理？', '当日卖出股票后可以转出资金吗？']",0.934529006,股票的交易时间？,1,1
新三板与地方产权交易市场的区别在哪？,新三板与地方产权交易市场的区别？,"['新三板与地方产权交易市场的区别？', '三板交易权限如何取消？', '新三板权限开通流程？', '新三板可以做融资融券交易吗？', '新三板做市转让的申报规则？']",0.999551833,新三板与地方产权交易市场的区别？,1,1
请问我的钱怎么转不出来呢？,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', 'A股自助开户时转账失败，如何处理？', 'A股账户如何转户？', '当日卖出股票后可以转出资金吗？']",0.996518373,为何账户有资金无法转出？,1,1
